Generalized Born Decomposition Energies

Complex:

Total Energy Decomposition:
Frame #,Residue,Internal,van der Waals,Electrostatic,Polar Solvation,Non-Polar Solv.,TOTAL
1,340,72.027,-8.5,-70.386,-0.284,0.0028656000000000003,-7.140134399999995
1,346,-192.385,-12.366,-44.686,67.342,0.0592776,-182.03572239999997
1,349,142.578,-6.715,-169.083,26.164,0.8629992,-6.193000799999997
1,408,-195.484,-10.451,17.417,10.864,0.5155344000000001,-177.1384656
1,409,99.997,-14.18,-102.25,-2.84,0.0921672,-19.180832799999994
1,482,-176.278,-14.188,-14.878,37.787,0.1493784,-167.4076216
1,483,-175.262,-8.431,-57.269,67.369,0.08864639999999999,-173.50435360000003
1,583,101.53,-25.103,-67.57,-131.057,0.07554240000000001,-122.12445759999999
2,340,74.331,-9.643,-64.222,-0.931,0.0,-0.46499999999999186
2,346,-194.514,-11.325,-25.175,53.616,0.0696168,-177.32838320000002
2,349,141.62,-9.214,-165.556,22.672,0.6650568,-9.812943200000005
2,408,-194.021,-11.082,16.002,12.796,0.4312728,-175.8737272
2,409,96.279,-13.14,-99.3,-3.524,0.0915624,-19.5934376
2,482,-176.793,-13.958,-8.239,31.803,0.1656432,-167.0213568
2,483,-175.445,-10.963,-22.262,47.071,0.08098559999999999,-161.5180144
2,583,98.323,-23.519,-112.438,-100.378,0.052603199999999996,-137.9593968
3,340,75.577,-8.193,-70.052,-0.736,0.0,-3.404000000000006
3,346,-191.821,-14.269,-12.218,46.868,0.12360959999999999,-171.3163904
3,349,139.662,-7.867,-180.026,30.612,0.6652152,-16.953784799999998
3,408,-199.626,-11.319,12.99,19.422,0.39384,-178.13915999999998
3,409,99.171,-12.574,-101.027,-4.363,0.08226,-18.71073999999999
3,482,-172.593,-13.116,-7.958,28.021,0.249228,-165.39677200000003
3,483,-173.839,-11.091,-14.849,39.111,0.12995279999999998,-160.5380472
3,583,106.265,-24.077,-100.451,-103.517,0.11625839999999998,-121.66374159999998
4,340,76.078,-8.386,-68.282,-0.845,0.0,-1.4349999999999892
4,346,-195.547,-12.858,-11.103,42.63,0.0627192,-176.8152808
4,349,134.617,-9.034,-164.705,25.005,0.6259392,-13.49106080000003
4,408,-191.45,-10.052,7.223,18.117,0.5317776,-175.63022239999998
4,409,100.426,-13.008,-102.117,-2.499,0.046332,-17.151667999999997
4,482,-170.912,-14.109,-5.798,26.417,0.14517359999999999,-164.25682640000002
4,483,-172.616,-13.425,-19.681,39.117,0.07311599999999999,-166.53188400000005
4,583,104.321,-29.321,-94.264,-106.918,0.056232,-126.12576800000001
5,340,80.218,-8.078,-72.362,-0.729,0.0,-0.9509999999999942
