Generalized Born Decomposition Energies

Complex:

Total Energy Decomposition:
Frame #,Residue,Internal,van der Waals,Electrostatic,Polar Solvation,Non-Polar Solv.,TOTAL
1,340,71.604,-8.666,-55.363,-6.249,0.0098064,1.3358064000000032
1,346,-190.107,-10.857,-51.812,70.21,0.1783224,-182.38767760000002
1,349,137.556,-8.423,-192.419,40.368,0.8378424,-22.0801576
1,408,-187.039,-9.587,0.325,25.209,0.6125472,-170.4794528
1,409,100.76,-13.203,-95.361,-4.716,0.0047808,-12.515219200000002
1,482,-173.62,-14.564,-8.033,33.006,0.2514744,-162.95952559999998
1,483,-166.199,-8.758,-73.128,73.946,0.0380736,-174.10092640000005
1,583,117.096,-26.365,-69.96,-138.701,0.0671832,-117.86281679999998
2,340,73.376,-8.286,-60.247,-5.204,0.0028656000000000003,-0.3581343999999962
2,346,-188.198,-9.161,-54.932,74.129,0.145512,-178.01648799999998
2,349,141.662,-7.712,-180.235,33.442,0.9202895999999999,-11.922710399999996
2,408,-203.512,-6.682,-8.462,39.389,0.39599999999999996,-178.87099999999998
2,409,95.999,-14.392,-94.135,-3.671,0.0,-16.199000000000005
2,482,-178.668,-13.848,-12.125,35.944,0.17635679999999998,-168.5206432
2,483,-176.869,-10.482,-62.249,76.798,0.040931999999999996,-172.761068
2,583,102.2,-25.549,-65.472,-144.575,0.0455184,-133.35048159999997
3,340,74.469,-8.768,-59.098,-4.739,0.0076464,1.8716463999999946
3,346,-190.729,-12.877,-47.751,71.217,0.1403856,-179.99961440000004
3,349,138.829,-4.886,-199.369,51.387,0.8992224,-13.139777599999988
3,408,-197.493,-10.09,-7.582,36.253,0.480024,-178.431976
3,409,100.763,-14.465,-96.368,-3.372,0.0,-13.441999999999993
3,482,-169.834,-11.176,-19.471,41.271,0.2147328,-158.99526719999997
3,483,-168.776,-10.137,-68.118,73.0,0.0457128,-173.98528720000002
3,583,102.962,-23.556,-72.601,-135.967,0.0707688,-129.0912312
4,340,73.741,-7.892,-56.755,-4.183,0.0099576,4.920957600000001
4,346,-191.052,-14.239,-28.715,60.006,0.08530560000000001,-173.9146944
4,349,138.231,-8.309,-190.478,44.435,0.8279279999999999,-15.29307200000001
4,408,-197.608,-8.235,-14.57,37.997,0.4543704,-181.9616296
4,409,97.506,-12.86,-97.387,-3.563,0.0,-16.304
4,482,-175.105,-14.192,5.962,22.413,0.12312000000000001,-160.79888
4,483,-169.362,-11.911,-58.934,68.652,0.029628,-171.525372
4,583,107.889,-28.41,-77.836,-133.098,0.051451199999999996,-131.4035488
5,340,75.6,-6.15,-61.25,-4.902,0.0046224,3.3026223999999886
5,346,-193.611,-11.138,-45.195,68.168,0.09953999999999999,-181.67646
5,349,144.151,-6.662,-202.051,49.779,0.8574624,-13.92553759999998
5,408,-196.248,-8.654,-17.251,37.809,0.5595119999999999,-183.78448799999998
5,409,95.77,-14.79,-94.676,-1.97,0.0009576000000000001,-15.665042400000013
5,482,-175.821,-13.909,-6.743,34.683,0.253692,-161.536308
5,483,-174.226,-7.622,-66.887,71.476,0.0382248,-177.22077520000002
5,583,106.92,-27.124,-69.69,-139.604,0.054475199999999994,-129.44352479999998
6,340,73.894,-7.371,-58.76,-4.432,0.0057312000000000005,3.336731200000012
6,346,-189.466,-12.277,-35.09,60.636,0.11828879999999999,-176.07871120000001
6,349,146.694,-8.06,-193.264,44.042,0.8996328,-9.688367200000023
6,408,-201.036,-8.785,-7.232,34.07,0.57546,-182.40754
6,409,93.316,-15.68,-94.95,-4.079,0.0,-21.393000000000008
6,482,-177.508,-13.646,8.142,19.856,0.1555056,-163.0004944
6,483,-179.926,-11.398,-48.792,64.717,0.0532008,-175.3457992
6,583,103.267,-31.351,-75.96,-127.677,0.0932544,-131.6277456
7,340,71.9,-8.235,-55.861,-5.933,0.0095544,1.8805544000000094
7,346,-191.508,-12.664,-35.042,61.999,0.0850176,-177.12998240000002
7,349,144.118,-9.365,-191.837,42.713,0.8608032,-13.510196800000003
7,408,-194.2,-9.752,-5.328,28.098,0.41153039999999996,-180.7704696
7,409,96.237,-14.167,-95.889,-3.62,0.0028656000000000003,-17.436134400000004
7,482,-169.903,-14.535,-3.491,25.835,0.1964952,-161.8975048
7,483,-173.58,-7.475,-53.473,67.924,0.07018559999999999,-166.5338144
7,583,94.875,-28.327,-86.131,-124.216,0.15933599999999998,-143.63966399999998
8,340,77.733,-6.158,-68.929,-1.982,0.001908,0.6659080000000008
8,346,-190.216,-11.187,-39.266,63.367,0.1604448,-177.14155520000003
8,349,141.561,-9.61,-197.622,47.2,0.8318952,-17.63910479999999
8,408,-201.993,-9.945,-12.178,36.655,0.4522536,-187.00874639999998
8,409,92.787,-15.318,-94.192,-3.87,0.0,-20.592999999999986
8,482,-165.681,-15.053,-8.181,31.067,0.17691120000000002,-157.6710888
8,483,-176.713,-8.719,-55.691,65.019,0.0688896,-176.03511039999998
8,583,111.946,-28.892,-79.125,-126.973,0.13555440000000002,-122.9084456
9,340,76.539,-7.438,-59.307,-4.741,0.0038232,5.0568231999999975
9,346,-198.043,-12.579,-40.9,69.088,0.14286959999999999,-182.29113040000001
9,349,141.867,-7.094,-171.67,22.92,0.9027864,-13.07421359999999
9,408,-198.887,-9.14,-0.799,30.454,0.5789664,-177.79303359999997
9,409,96.168,-14.101,-92.083,-5.1,0.0095112,-15.10648879999999
9,482,-174.239,-12.485,-8.233,34.443,0.157644,-160.356356
9,483,-171.2,-9.497,-64.736,71.876,0.068904,-173.48809599999998
9,583,107.5,-28.301,-65.065,-139.194,0.0794016,-124.98059839999999
10,340,72.219,-8.959,-62.28,-3.331,0.0162432,-2.3347568000000103
10,346,-194.518,-11.537,-34.623,61.876,0.12389759999999998,-178.6781024
10,349,140.724,-5.816,-187.467,36.195,0.897516,-15.466484000000026
10,408,-196.983,-10.917,-1.129,22.884,0.4650264,-185.67997359999998
10,409,100.647,-14.463,-96.902,-3.875,0.0,-14.59299999999999
10,482,-168.537,-12.908,-11.264,28.781,0.1728,-163.7552
10,483,-175.214,-10.034,-57.759,66.461,0.036892799999999996,-176.5091072
10,583,93.53,-27.158,-82.135,-119.904,0.0381672,-135.6288328
11,340,74.432,-8.486,-56.483,-5.389,0.010511999999999999,4.084512000000001
11,346,-186.878,-12.212,-44.14,65.56,0.12115440000000001,-177.54884559999996
11,349,138.589,-6.607,-189.573,39.495,0.8892144,-17.20678560000001
