Generalized Born Decomposition Energies

Complex:

Total Energy Decomposition:
Frame #,Residue,Internal,van der Waals,Electrostatic,Polar Solvation,Non-Polar Solv.,TOTAL
1,340,78.005,-6.925,-65.81,-0.353,0.004075199999999999,4.921075199999996
1,346,-179.214,-8.367,-51.516,66.764,0.1451448,-172.18785519999997
1,349,140.867,-8.834,-201.533,54.099,0.830124,-14.570876000000004
1,408,-199.315,-13.262,15.179,18.249,0.2942352,-178.8547648
1,409,94.005,-14.494,-91.875,-5.928,0.0482976,-18.243702400000004
1,482,-168.692,-10.438,-4.366,24.929,0.124308,-158.44269199999997
1,483,-167.359,-4.296,-57.569,62.958,0.059889599999999994,-166.2061104
1,583,100.572,-25.436,-85.845,-122.604,0.2513088,-133.06169119999998
2,340,75.356,-9.391,-68.401,-0.613,0.0,-3.049000000000007
2,346,-184.829,-8.939,-47.238,66.737,0.14559840000000002,-174.1234016
2,349,141.912,-7.344,-200.217,53.248,0.7058808,-11.695119200000004
2,408,-192.221,-10.849,-2.883,26.807,0.42942959999999997,-178.71657040000002
2,409,97.393,-12.161,-94.304,-4.411,0.0095544,-13.473445600000002
2,482,-173.749,-13.675,-19.58,38.164,0.277452,-168.56254800000002
2,483,-175.464,-8.324,-53.525,68.826,0.028367999999999997,-168.45863200000002
2,583,105.144,-24.112,-84.49,-132.752,0.11728799999999999,-136.09271199999998
3,340,73.389,-8.937,-64.982,-0.657,0.0,-1.1870000000000012
3,346,-192.754,-10.445,-39.029,65.771,0.1731528,-176.2838472
3,349,137.03,-6.079,-190.622,40.425,0.793044,-18.452956000000025
3,408,-196.539,-10.91,10.731,21.085,0.4803192,-175.15268079999998
3,409,103.306,-13.042,-97.483,-4.478,0.0319392,-11.665060800000008
3,482,-173.82,-13.109,-7.011,31.127,0.09660959999999999,-162.7163904
3,483,-174.019,-9.811,-61.725,70.697,0.0361584,-174.8218416
3,583,95.929,-28.216,-80.258,-125.885,0.166104,-138.26389600000002
4,340,76.088,-8.025,-66.823,-2.117,0.0,-0.8770000000000051
4,346,-198.252,-12.061,-42.252,65.612,0.205272,-186.74772800000002
4,349,138.467,-3.918,-204.858,52.849,0.8437752,-16.6162248
4,408,-194.696,-10.466,-0.39,23.902,0.5265288,-181.12347119999998
4,409,93.379,-14.701,-94.844,-5.382,0.0095544,-21.538445599999996
4,482,-172.092,-12.22,-10.441,30.993,0.2204856,-163.53951440000003
4,483,-177.798,-10.422,-57.623,66.323,0.043653599999999994,-179.47634639999998
4,583,113.053,-26.763,-87.672,-121.037,0.0871992,-122.33180080000001
5,340,71.97,-8.382,-66.67,-2.277,0.0,-5.359000000000001
5,346,-190.911,-10.285,-50.579,71.296,0.19856159999999998,-180.28043839999998
5,349,145.263,-7.031,-200.816,51.399,0.7320888,-10.452911200000003
5,408,-186.847,-8.664,8.913,12.984,0.579384,-173.03461599999997
5,409,93.599,-15.474,-92.916,-5.092,0.015141600000000002,-19.867858399999996
5,482,-178.81,-11.788,-7.158,32.415,0.2847024,-165.05629760000002
5,483,-174.102,-9.581,-59.364,69.574,0.0369648,-173.43603520000002
5,583,104.083,-24.939,-78.143,-127.426,0.1098144,-126.31518559999999
6,340,75.645,-8.829,-67.231,-0.281,0.0,-0.6959999999999921
6,346,-197.351,-12.457,-25.183,56.529,0.2205864,-178.2414136
6,349,141.136,-7.427,-199.315,48.801,0.7146144,-16.090385599999994
6,408,-198.848,-9.923,16.666,11.655,0.5993856,-179.8506144
6,409,98.189,-14.101,-94.828,-4.235,0.0188064,-14.956193600000008
6,482,-175.441,-14.596,5.757,24.189,0.1947024,-159.8962976
6,483,-175.564,-11.81,-45.83,58.376,0.06769439999999999,-174.7603056
6,583,105.386,-28.316,-96.793,-109.207,0.07955279999999999,-128.85044720000002
7,340,78.912,-8.517,-68.593,-1.716,0.0,0.08600000000000674
7,346,-193.207,-11.282,-38.673,60.594,0.1989792,-182.36902080000002
7,349,137.535,-8.915,-187.207,38.886,0.7842024,-18.916797599999985
7,408,-189.366,-11.738,20.381,14.446,0.5006303999999999,-165.7763696
7,409,97.996,-15.295,-94.366,-5.191,0.0275544,-16.828445600000006
7,482,-173.529,-12.712,4.865,19.916,0.3052944,-161.15470559999997
7,483,-165.645,-9.694,-53.811,63.825,0.0504936,-165.27450639999998
7,583,96.711,-28.95,-84.771,-120.986,0.14729759999999997,-137.8487024
8,340,76.091,-8.179,-69.412,-0.151,0.0009576000000000001,-1.6500424000000142
8,346,-192.804,-12.07,-35.462,63.028,0.1860552,-177.12194480000002
8,349,138.515,-8.767,-198.796,48.574,0.7021871999999999,-19.771812800000003
8,408,-201.528,-6.679,7.441,18.823,0.7609824,-181.1820176
8,409,97.045,-13.946,-93.612,-4.905,0.014335200000000001,-15.403664799999992
8,482,-169.297,-13.336,8.747,21.272,0.1309968,-152.48300320000004
8,483,-178.078,-10.56,-48.444,64.314,0.0361584,-172.7318416
8,583,108.134,-20.821,-99.35,-120.924,0.09510479999999999,-132.8658952
9,340,72.46,-8.636,-67.569,-1.219,0.0,-4.964000000000005
9,346,-194.902,-11.448,-36.142,64.314,0.1272384,-178.0507616
9,349,141.983,-8.888,-191.868,40.065,0.7561943999999999,-17.9518056
9,408,-192.606,-9.62,16.821,11.576,0.49128479999999997,-173.33771520000002
9,409,98.412,-15.249,-93.969,-5.277,0.015696,-16.067303999999986
9,482,-167.72,-10.606,-10.677,26.527,0.4337496,-162.0422504
9,483,-172.198,-10.064,-50.515,60.95,0.0551088,-171.7718912
9,583,101.186,-25.023,-90.484,-114.323,0.29186639999999997,-128.35213359999997
10,340,71.806,-7.975,-70.3,-0.241,0.0,-6.710000000000001
10,346,-196.383,-14.029,-32.997,61.189,0.1624392,-182.0575608
10,349,145.56,-7.694,-180.643,30.63,0.7475472,-11.399452799999988
10,408,-201.067,-11.958,13.455,21.471,0.4275504,-177.6714496
10,409,95.156,-14.444,-94.022,-5.138,0.0272016,-18.4207984
10,482,-174.793,-11.877,-10.508,34.0,0.24989039999999998,-162.92810960000003
10,483,-177.111,-9.825,-51.783,63.845,0.039456000000000005,-174.834544
10,583,117.154,-26.191,-86.84,-117.718,0.25369919999999996,-113.34130080000001
11,340,70.544,-8.997,-65.272,-0.174,0.0,-3.8990000000000085
11,346,-188.826,-9.705,-41.848,62.205,0.1996632,-177.97433680000003
11,349,140.592,-7.759,-196.425,50.109,0.767664,-12.715335999999983
11,408,-199.239,-12.413,6.57,23.808,0.3062232,-180.96777680000002
11,409,92.02,-11.604,-94.927,-4.549,0.0411768,-19.01882320000001
11,482,-167.049,-13.813,-4.932,27.451,0.24891119999999997,-158.09408879999998
11,483,-172.48,-8.478,-51.123,63.597,0.0414144,-168.44258559999997
11,583,105.038,-28.524,-89.265,-122.354,0.1931976,-134.91180240000003
12,340,75.562,-9.086,-66.831,-2.329,0.0,-2.684000000000004
12,346,-193.591,-11.754,-43.726,61.218,0.1291104,-187.7238896
12,349,142.098,-8.325,-187.679,38.591,0.7199352,-14.595064799999976
12,408,-195.536,-12.873,18.156,13.588,0.1454184,-176.51958159999998
12,409,98.443,-13.958,-96.457,-3.218,0.0510696,-15.138930399999994
12,482,-173.525,-12.665,1.788,21.463,0.1361232,-162.8028768
12,483,-177.511,-12.16,-43.421,59.273,0.044841599999999995,-173.77415839999998
12,583,106.464,-27.785,-90.863,-116.301,0.1449648,-128.34003520000002
13,340,77.221,-9.047,-72.035,-0.177,0.0,-4.03799999999999
13,346,-186.079,-12.345,-36.681,60.844,0.16356959999999998,-174.09743040000004
13,349,141.302,-7.449,-197.378,47.022,0.7944336,-15.708566400000008
13,408,-196.74,-10.998,10.682,17.261,0.3093336,-179.4856664
13,409,97.246,-14.829,-92.436,-6.116,0.0061344,-16.128865600000005
13,482,-167.589,-14.728,-2.223,28.403,0.1628208,-155.97417920000004
13,483,-179.941,-12.8,-51.438,64.652,0.06641999999999999,-179.46058000000005
13,583,100.711,-27.259,-85.19,-119.545,0.2263608,-131.0566392
14,340,75.926,-7.845,-65.714,-0.371,0.0,1.9960000000000044
14,346,-189.339,-12.972,-23.364,51.83,0.0863712,-173.75862880000003
14,349,138.31,-7.372,-201.513,49.534,0.9076031999999999,-20.133396800000018
14,408,-193.34,-11.919,19.526,12.945,0.183888,-172.60411200000001
14,409,93.443,-15.78,-92.37,-4.599,0.0119376,-19.29406240000001
14,482,-169.514,-13.929,-0.667,24.086,0.04842,-159.97558
14,483,-178.532,-11.228,-43.2,56.211,0.0513,-176.69770000000003
14,583,110.471,-29.258,-101.997,-108.485,0.191484,-129.077516
15,340,72.118,-7.885,-63.574,-1.311,0.001908,-0.6500920000000081
15,346,-197.406,-11.829,-30.932,54.898,0.12101759999999999,-185.14798240000002
15,349,139.777,-6.195,-193.555,39.838,0.7836839999999999,-19.35131600000001
15,408,-197.638,-12.057,15.806,12.727,0.2616048,-180.9003952
