Generalized Born Decomposition Energies

Complex:

Total Energy Decomposition:
Frame #,Residue,Internal,van der Waals,Electrostatic,Polar Solvation,Non-Polar Solv.,TOTAL
1,340,75.349,-6.94,-70.718,-0.492,0.0,-2.8009999999999975
1,346,-197.143,-11.865,-39.113,65.68,0.1227528,-182.3182472
1,349,138.591,-6.509,-172.445,24.484,0.9107424,-14.968257599999998
1,408,-198.466,-9.534,17.336,12.55,0.8652888,-177.24871119999997
1,409,90.801,-13.289,-92.091,-6.617,0.0663696,-21.129630399999993
1,482,-175.447,-15.567,-14.846,40.892,0.1051272,-164.86287280000002
1,483,-177.302,-11.566,-50.903,63.89,0.060379199999999994,-175.82062079999997
1,583,103.336,-25.402,-97.771,-113.488,0.060732,-133.264268
2,340,73.547,-9.27,-59.747,-2.469,0.0095544,2.070554400000001
2,346,-195.996,-10.872,-35.42,63.486,0.11578319999999999,-178.6862168
2,349,139.225,-5.92,-189.562,41.78,0.8018711999999999,-13.675128800000003
2,408,-199.722,-11.115,19.859,10.615,0.7058952,-179.6571048
2,409,91.14,-13.955,-91.495,-6.094,0.0492264,-20.354773600000005
2,482,-174.315,-13.877,-9.977,35.345,0.07900560000000001,-162.74499440000002
2,483,-173.547,-11.222,-49.159,66.091,0.04842,-167.78858
2,583,93.842,-27.093,-80.879,-125.694,0.1212984,-139.7027016
3,340,71.787,-9.828,-60.339,-2.346,0.0,-0.7259999999999955
3,346,-193.544,-12.477,-42.65,69.696,0.1003824,-178.87461760000002
3,349,146.012,-7.371,-188.345,39.772,0.7984872,-9.133512800000009
3,408,-195.719,-9.855,25.138,7.936,0.6547104,-171.84528959999997
3,409,92.236,-13.347,-93.696,-4.915,0.06670079999999999,-19.655299199999988
3,482,-172.771,-14.99,-17.249,37.825,0.0982728,-167.0867272
3,483,-170.95,-12.522,-53.814,68.383,0.0256464,-168.87735359999996
3,583,102.658,-24.218,-60.754,-137.841,0.0775512,-120.0774488
4,340,72.962,-8.855,-60.755,-1.738,0.0,1.6139999999999968
4,346,-192.462,-9.685,-37.917,63.439,0.1602576,-176.4647424
4,349,146.295,-7.539,-182.889,33.099,0.9186983999999999,-10.115301600000013
4,408,-196.439,-3.485,-0.887,26.521,0.4968504,-173.79314960000002
4,409,87.544,-14.75,-92.943,-4.565,0.079956,-24.634044000000003
4,482,-172.645,-15.607,-15.409,36.481,0.0667368,-167.1132632
4,483,-172.686,-10.465,-48.986,61.957,0.0445968,-170.1354032
4,583,99.796,-19.68,-81.92,-122.171,0.0666576,-123.9083424
5,340,75.025,-9.404,-62.798,-1.904,0.0038232,0.9228232000000076
5,346,-189.006,-12.265,-30.401,59.016,0.13332239999999998,-172.52267760000004
5,349,140.712,-7.043,-167.947,20.373,1.0822824,-12.822717600000018
5,408,-196.901,-10.603,19.325,16.161,0.8601264,-171.15787360000002
5,409,100.209,-13.674,-96.117,-5.216,0.0600048,-14.73799520000001
5,482,-173.14,-13.723,-17.877,40.427,0.1302264,-164.18277360000002
5,483,-174.714,-12.2,-52.178,63.772,0.0332928,-175.2867072
5,583,100.683,-23.298,-99.391,-110.854,0.0900216,-132.7699784
6,340,70.747,-9.512,-57.981,-2.275,0.0,0.9789999999999979
6,346,-190.673,-10.71,-30.054,54.248,0.214056,-176.97494400000002
6,349,136.135,-6.716,-162.108,13.073,0.9966383999999999,-18.619361600000023
6,408,-198.078,-9.018,9.54,18.173,0.8499599999999999,-178.53304
6,409,90.476,-12.631,-92.964,-5.565,0.1022904,-20.5817096
6,482,-166.733,-13.865,-10.946,29.79,0.0783648,-161.67563520000002
