Generalized Born Decomposition Energies

Complex:

Total Energy Decomposition:
Frame #,Residue,Internal,van der Waals,Electrostatic,Polar Solvation,Non-Polar Solv.,TOTAL
1,340,88.881,-9.65,-76.461,-2.383,0.0,0.386999999999996
1,346,-191.884,-10.984,-39.878,60.802,0.0486936,-181.89530639999998
1,349,141.152,-4.832,-200.16,47.913,0.8893224,-15.037677600000007
1,408,-197.027,-10.545,0.281,26.568,0.4572576,-180.26574239999997
1,409,94.095,-14.221,-104.578,-1.502,0.0047808,-26.201219200000008
1,482,-170.604,-13.538,-12.851,35.231,0.16283519999999999,-161.59916480000004
1,483,-167.508,-7.943,-58.025,64.82,0.0047808,-168.65121920000004
1,583,99.327,-15.236,-98.473,-115.814,0.0348048,-130.1611952
2,340,84.832,-9.359,-75.156,-1.528,0.0,-1.211000000000007
2,346,-191.555,-13.021,-28.53,57.535,0.11417039999999999,-175.45682960000002
2,349,141.836,-8.343,-167.694,20.469,0.9663984,-12.765601599999965
2,408,-196.805,-11.9,4.504,26.01,0.5052312,-177.68576880000003
2,409,96.814,-11.733,-104.367,-2.523,0.0036647999999999997,-21.805335200000016
2,482,-170.519,-14.655,-13.564,32.947,0.1592784,-165.6317216
2,483,-173.074,-12.926,-52.302,65.095,0.028512,-173.178488
2,583,90.002,-12.554,-97.511,-115.06,0.0679032,-135.0550968
3,340,78.79,-7.832,-70.813,0.348,0.0,0.4930000000000102
3,346,-189.878,-12.991,-37.329,64.854,0.0827208,-175.2612792
3,349,144.822,-5.537,-196.036,43.412,0.8409960000000001,-12.498004000000005
3,408,-199.581,-11.303,8.235,23.143,0.5326344000000001,-178.9733656
3,409,98.809,-14.871,-101.252,-2.869,0.041687999999999996,-20.141311999999992
3,482,-176.336,-13.774,-15.415,34.658,0.14765040000000001,-170.71934960000002
3,483,-172.034,-11.728,-51.016,67.105,0.0152928,-167.6577072
3,583,80.303,-16.244,-89.02,-118.09,0.052775999999999997,-142.998224
4,340,76.436,-8.072,-69.891,-0.715,0.0,-2.242000000000001
4,346,-192.462,-9.312,-43.172,60.53,0.1174824,-184.2985176
4,349,139.886,-9.134,-178.94,33.477,0.8345304,-13.876469599999991
4,408,-199.88,-11.138,13.764,18.785,0.5280408,-177.94095919999998
4,409,96.737,-15.507,-102.443,-2.005,0.0047808,-23.213219200000008
4,482,-168.522,-15.235,-14.467,35.753,0.0640296,-162.4069704
4,483,-168.854,-9.151,-45.959,59.129,0.001908,-164.83309200000005
4,583,88.314,-17.02,-105.357,-105.053,0.01458,-139.10142
5,340,77.948,-7.998,-70.066,-0.439,0.0,-0.5550000000000139
5,346,-192.073,-11.684,-32.559,62.144,0.0609192,-174.1110808
5,349,137.869,-7.043,-195.279,48.036,0.8935848,-15.523415200000002
5,408,-193.442,-12.264,16.011,15.078,0.3684456,-174.24855440000002
5,409,95.867,-12.365,-101.63,-3.459,0.0181368,-21.568863199999985
5,482,-179.29,-12.808,1.84,23.693,0.1296504,-166.43534959999997
5,483,-172.533,-8.199,-46.901,62.289,0.0418896,-165.3021104
5,583,90.235,-14.575,-108.007,-105.209,0.050795999999999994,-137.50520400000002
6,340,75.125,-6.917,-68.499,-0.522,0.001908,-0.8110919999999968
6,346,-192.538,-12.03,-42.944,60.786,0.0726624,-186.6533376
6,349,144.755,-6.55,-195.87,41.646,0.9658511999999999,-15.05314880000002
6,408,-197.848,-10.204,5.57,23.598,0.4219128,-178.4620872
6,409,96.782,-11.131,-106.53,-1.397,0.0151344,-22.260865600000002
6,482,-172.837,-11.449,-9.985,28.648,0.2179728,-165.4050272
6,483,-174.815,-11.354,-55.204,63.89,0.0260496,-177.4569504
6,583,84.722,-11.706,-95.965,-112.178,0.1295568,-134.99744320000002
7,340,74.072,-6.474,-68.196,-0.928,0.0038232,-1.5221767999999989
7,346,-188.934,-12.363,-50.72,70.768,0.104544,-181.144456
7,349,140.269,-5.899,-200.722,48.814,0.8451,-16.692900000000005
7,408,-196.229,-11.403,0.481,29.904,0.5357232000000001,-176.7112768
7,409,94.224,-14.882,-101.592,-2.261,0.018,-24.493
7,482,-164.335,-14.775,-23.385,37.447,0.20126159999999998,-164.8467384
7,483,-165.247,-10.115,-59.694,69.288,0.0258048,-165.74219520000003
7,583,85.92,-14.368,-91.955,-126.445,0.015501599999999999,-146.8324984
8,340,75.998,-9.563,-60.651,-3.286,0.0,2.497999999999999
8,346,-190.497,-11.346,-47.514,66.481,0.08313119999999999,-182.79286880000004
8,349,142.137,-7.669,-194.295,46.419,0.7871543999999999,-12.6208456
8,408,-194.529,-11.943,2.553,28.019,0.4235184,-175.4764816
8,409,91.568,-14.388,-104.034,-2.395,0.006199199999999999,-29.242800800000012
8,482,-173.741,-15.576,-12.06,36.95,0.1170936,-164.30990640000002
8,483,-177.361,-8.035,-54.338,70.006,0.018158399999999998,-169.70984159999998
8,583,87.637,-17.45,-88.036,-122.262,0.0641088,-140.04689119999998
9,340,76.562,-8.205,-68.877,-1.869,0.0,-2.388999999999996
9,346,-192.215,-14.428,-27.32,59.838,0.08758799999999999,-174.037412
9,349,138.271,-7.287,-192.493,41.197,0.8304048,-19.48159520000001
9,408,-206.061,-13.252,29.806,13.037,0.4369752,-176.0330248
9,409,93.959,-14.15,-100.542,-3.158,0.0289008,-23.862099200000007
9,482,-177.078,-14.163,-6.615,34.964,0.0487368,-162.84326320000002
9,483,-173.521,-12.022,-53.947,62.467,0.0342432,-176.98875679999998
9,583,77.71,-17.034,-95.506,-107.603,0.054,-142.379
10,340,73.424,-9.549,-65.374,-1.009,0.0,-2.507999999999988
10,346,-189.283,-9.292,-30.058,60.949,0.12184559999999998,-167.56215439999997
10,349,143.124,-6.28,-170.292,25.819,1.038132,-6.590868000000008
10,408,-200.269,-9.088,8.776,23.294,0.4912704,-176.7957296
10,409,94.298,-12.033,-102.506,-2.531,0.0942264,-22.6777736
10,482,-174.428,-12.059,-6.416,30.11,0.1522728,-162.64072720000001
10,483,-174.047,-11.508,-44.133,63.9,0.0277128,-165.76028720000002
10,583,90.429,-11.801,-106.307,-115.657,0.1328184,-143.20318160000002
11,340,75.061,-7.31,-69.772,-1.535,0.0009576000000000001,-3.555042400000001
11,346,-190.47,-10.881,-38.672,56.954,0.09111599999999999,-182.977884
11,349,143.056,-6.595,-202.097,52.734,0.7853903999999999,-12.116609599999993
11,408,-200.556,-9.784,3.747,23.559,0.41613839999999996,-182.61786160000003
11,409,93.855,-15.441,-98.274,-2.664,0.025171199999999998,-22.498828800000002
11,482,-165.813,-14.255,-9.45,32.114,0.1621296,-157.24187039999998
11,483,-181.332,-10.66,-43.659,58.353,0.030419999999999996,-177.26757999999998
11,583,92.731,-10.992,-114.224,-106.655,0.030837600000000003,-139.1091624
12,340,71.132,-9.338,-67.083,-0.493,0.0,-5.781999999999995
12,346,-195.439,-14.867,-30.756,59.513,0.052963199999999995,-181.49603679999998
12,349,141.502,-8.507,-196.666,49.687,0.8136432,-13.170356799999995
12,408,-198.014,-12.049,7.642,24.006,0.40979519999999997,-178.00520480000003
12,409,95.368,-14.905,-103.025,-2.106,0.04600799999999999,-24.621992000000013
12,482,-171.743,-14.621,-10.435,30.053,0.15680159999999999,-166.58919840000001
12,483,-171.753,-10.394,-52.854,66.213,0.0302616,-168.7577384
12,583,83.359,-17.481,-97.181,-111.813,0.0659304,-143.0500696
13,340,78.922,-9.654,-69.667,-0.175,0.0,-0.574000000000001
13,346,-190.82,-9.62,-39.574,58.128,0.1333584,-181.75264160000003
13,349,139.573,-5.796,-185.791,33.559,0.8415,-17.613499999999984
13,408,-190.69,-11.964,-2.853,26.641,0.2542392,-178.6117608
13,409,94.269,-12.413,-105.599,-1.625,0.07735679999999999,-25.290643199999995
13,482,-170.792,-14.159,-10.005,29.517,0.1546128,-165.2843872
13,483,-176.304,-8.661,-49.483,62.68,0.0162432,-171.7517568
13,583,88.192,-10.631,-104.064,-107.386,0.0717696,-133.8172304
14,340,72.76,-5.327,-70.309,-2.424,0.0,-5.29999999999999
14,346,-191.114,-9.471,-42.417,59.309,0.099144,-183.59385600000002
14,349,141.986,-8.1,-181.718,36.575,0.8235144,-10.43348559999999
14,408,-199.918,-10.055,8.863,18.493,0.5132808,-182.10371920000003
14,409,94.717,-14.214,-99.667,-3.268,0.0262728,-22.4057272
