Generalized Born Decomposition Energies

Complex:

Total Energy Decomposition:
Frame #,Residue,Internal,van der Waals,Electrostatic,Polar Solvation,Non-Polar Solv.,TOTAL
1,340,75.312,-8.841,-60.193,-3.287,0.0009576000000000001,2.991957600000006
1,346,-194.287,-12.1,-27.301,51.36,0.125424,-182.20257599999997
1,349,139.014,-7.929,-170.65,25.477,1.007604,-13.080395999999997
1,408,-193.78,-9.043,62.674,-27.328,0.7985808,-166.6784192
1,409,95.313,-13.295,-92.983,-5.76,0.1178784,-16.607121600000003
1,482,-174.133,-14.169,12.646,14.232,0.17442,-161.24958
1,483,-172.505,-6.834,-48.04,48.359,0.06100560000000001,-178.9589944
1,583,62.316,-20.232,-54.808,-58.505,0.25475760000000003,-70.9742424
2,340,74.697,-8.459,-63.856,-2.322,0.0160848,0.07608479999999783
2,346,-196.633,-11.767,-23.547,47.579,0.1145232,-184.2534768
2,349,141.581,-7.905,-196.474,47.479,0.8808912,-14.438108800000002
2,408,-186.954,-9.576,58.277,-31.135,0.7913952,-168.59660479999997
2,409,103.438,-15.281,-92.13,-6.686,0.021023999999999998,-10.637975999999998
2,482,-169.225,-13.082,3.222,18.879,0.2419848,-159.96401519999998
2,483,-177.072,-11.952,-41.795,49.122,0.08418959999999999,-181.6128104
2,583,61.884,-22.664,-53.177,-60.405,0.1433304,-74.2186696
3,340,73.652,-7.036,-67.151,-0.81,0.0,-1.3449999999999966
3,346,-196.77,-13.77,-18.857,46.482,0.054287999999999996,-182.860712
3,349,145.437,-4.509,-195.912,45.049,0.9102671999999999,-9.02473280000001
3,408,-195.578,-9.319,70.137,-31.733,0.915516,-165.577484
3,409,92.841,-13.367,-95.869,-4.048,0.016999200000000003,-20.42600080000001
3,482,-164.339,-13.954,1.751,15.893,0.24470640000000002,-160.4042936
3,483,-173.601,-9.466,-32.962,48.851,0.0834624,-167.0945376
3,583,59.397,-23.07,-53.774,-61.112,0.10618559999999999,-78.4528144
4,340,71.894,-8.42,-57.222,-3.712,0.008604,2.5486040000000023
4,346,-192.251,-10.28,-28.976,46.836,0.1353528,-184.5356472
4,349,140.398,-9.403,-188.399,40.201,0.9435671999999999,-16.259432799999995
4,408,-194.238,-10.84,57.77,-24.791,0.6283584,-171.4706416
4,409,91.336,-13.528,-97.266,-4.402,0.019836,-23.840164000000012
4,482,-162.996,-12.873,12.676,16.24,0.1833264,-146.7696736
4,483,-175.069,-10.309,-33.474,48.566,0.0681696,-170.21783039999997
4,583,64.857,-22.98,-57.823,-56.494,0.1782216,-72.2617784
5,340,72.177,-8.818,-61.207,-2.89,0.023731199999999997,-0.714268799999992
5,346,-194.932,-11.619,-30.252,51.712,0.18529199999999998,-184.905708
5,349,133.541,-8.267,-178.828,34.233,0.9866304,-18.334369600000006
5,408,-193.293,-9.303,56.269,-16.5,0.6400368000000001,-162.1869632
5,409,92.41,-15.732,-92.962,-4.849,0.0028656000000000003,-21.130134400000006
