Generalized Born Decomposition Energies

Complex:

Total Energy Decomposition:
Frame #,Residue,Internal,van der Waals,Electrostatic,Polar Solvation,Non-Polar Solv.,TOTAL
1,340,76.333,-7.805,-69.01,-2.737,0.0,-3.2190000000000136
1,346,-194.532,-13.855,-29.605,55.494,0.08334,-182.41466
1,349,141.685,-7.682,-179.468,34.196,0.8650152,-10.403984799999977
1,408,-194.293,-11.237,4.387,25.465,0.4916016,-175.1863984
1,409,93.317,-13.926,-93.267,-5.003,0.001908,-18.877092000000005
1,482,-172.329,-14.495,7.933,26.701,0.11627280000000001,-152.07372720000004
1,483,-170.352,-4.576,-55.084,58.828,0.0543168,-171.1296832
1,583,94.161,-22.396,-94.283,-119.117,0.07380719999999999,-141.5611928
2,340,72.414,-8.962,-67.855,-1.71,0.0,-6.113000000000006
2,346,-182.121,-10.822,-48.733,69.376,0.094716,-172.205284
2,349,144.378,-6.141,-189.884,37.648,0.8358912000000001,-13.163108799999987
2,408,-192.378,-9.75,12.085,18.728,0.44403839999999994,-170.87096159999996
2,409,97.515,-15.235,-91.645,-6.946,0.0152928,-16.295707199999992
2,482,-174.461,-14.829,9.771,23.615,0.058752,-155.845248
2,483,-173.365,-11.663,-54.348,71.038,0.0659448,-168.2720552
2,583,98.99,-24.703,-84.031,-125.907,0.0398736,-135.61112640000002
3,340,79.482,-6.825,-72.437,-1.163,0.0,-0.9430000000000012
3,346,-193.67,-14.535,-31.933,60.284,0.025056,-179.82894399999998
3,349,139.86,-8.732,-190.779,42.571,0.7790471999999999,-16.300952799999983
3,408,-194.699,-8.903,12.079,15.29,0.6851232,-175.5478768
3,409,96.094,-14.331,-94.529,-4.405,0.0386064,-17.132393600000007
3,482,-172.583,-12.575,-1.133,25.729,0.1128672,-160.4491328
3,483,-168.633,-7.618,-52.213,63.564,0.0629136,-164.8370864
3,583,81.202,-21.885,-93.803,-112.649,0.066204,-147.068796
4,340,72.598,-8.159,-67.843,-0.169,0.0,-3.5730000000000106
4,346,-195.641,-14.294,-44.313,69.029,0.1118232,-185.1071768
4,349,138.764,-6.575,-201.786,50.764,0.9626831999999999,-17.870316799999976
4,408,-203.351,-11.333,26.946,9.155,0.5438807999999999,-178.0391192
4,409,90.366,-15.62,-91.046,-7.246,0.015696,-23.530304000000015
4,482,-166.392,-14.337,-11.373,33.677,0.034272,-158.390728
4,483,-175.554,-10.553,-53.791,67.116,0.0825552,-172.69944479999998
4,583,87.992,-23.386,-69.213,-131.306,0.10200959999999999,-135.8109904
5,340,75.749,-7.343,-70.646,-0.396,0.0,-2.636000000000009
5,346,-190.253,-8.666,-42.223,64.184,0.1570608,-176.8009392
5,349,144.724,-7.892,-175.375,25.624,0.8357616,-12.083238400000008
5,408,-199.245,-11.778,12.856,19.242,0.5005655999999999,-178.42443440000002
5,409,97.632,-13.3,-94.14,-5.414,0.044208,-15.177791999999993
5,482,-175.539,-13.232,-7.055,31.209,0.1425744,-164.4744256
5,483,-176.221,-12.308,-43.773,64.178,0.1000296,-168.0239704
5,583,88.979,-22.481,-75.607,-130.471,0.088488,-139.491512
6,340,76.045,-8.462,-70.235,-1.783,0.0,-4.4350000000000005
6,346,-187.924,-10.275,-40.111,62.676,0.058499999999999996,-175.5755
6,349,137.807,-5.843,-193.062,41.34,0.6538031999999999,-19.10419680000001
6,408,-201.083,-9.469,21.616,13.07,0.44565839999999995,-175.42034159999997
6,409,92.353,-12.759,-90.417,-5.952,0.0599688,-16.715031200000006
6,482,-169.969,-12.668,1.398,25.525,0.15689519999999998,-155.5571048
