Generalized Born Decomposition Energies

Complex:

Total Energy Decomposition:
Frame #,Residue,Internal,van der Waals,Electrostatic,Polar Solvation,Non-Polar Solv.,TOTAL
1,340,75.956,-7.953,-66.946,-1.479,0.0076464,-0.41435359999999793
1,346,-193.924,-9.527,-38.117,58.337,0.14437439999999999,-183.0866256
1,349,142.344,-7.311,-175.792,27.359,1.071288,-12.328712000000014
1,408,-194.016,-11.905,6.887,22.272,0.49515840000000005,-176.2668416
1,409,98.1,-15.624,-96.396,-4.739,0.029829599999999998,-18.629170400000003
1,482,-168.294,-12.569,-4.96,26.363,0.2570472,-159.20295280000002
1,483,-174.505,-7.561,-49.089,61.381,0.0852984,-169.6887016
1,583,103.076,-25.955,-90.368,-116.323,0.2133144,-129.3566856
2,340,72.791,-6.345,-70.712,-1.998,0.0009576000000000001,-6.263042400000006
2,346,-189.225,-13.065,-36.158,59.205,0.0361584,-179.2068416
2,349,138.708,-7.064,-190.938,40.16,0.8142048,-18.319795199999987
2,408,-199.403,-11.802,8.157,26.646,0.5397983999999999,-175.8622016
2,409,91.24,-15.83,-93.23,-4.634,0.0027072,-22.451292800000008
2,482,-170.309,-12.345,-6.142,21.831,0.3652632,-166.59973680000002
2,483,-174.757,-10.663,-48.771,62.389,0.12184559999999998,-171.68015440000002
2,583,113.667,-29.619,-89.452,-119.129,0.12368879999999999,-124.4093112
3,340,76.635,-9.183,-69.583,-0.15,0.0214776,-2.2595224000000003
3,346,-198.311,-13.087,-27.472,58.434,0.0754488,-180.3605512
3,349,142.088,-6.727,-174.082,25.425,1.0791216,-12.216878400000002
3,408,-199.539,-10.327,0.64,27.876,0.6272208,-180.7227792
3,409,94.805,-13.517,-94.948,-4.936,0.0053568,-18.59064319999998
3,482,-167.83,-14.195,-13.081,34.075,0.2257632,-160.80523680000002
3,483,-172.772,-8.726,-53.42,62.833,0.032580000000000005,-172.05242
3,583,101.482,-31.836,-76.449,-125.163,0.1107144,-131.8552856
4,340,76.065,-7.963,-67.482,-1.431,0.0076464,-0.8033535999999954
4,346,-184.676,-14.129,-28.783,54.428,0.0440568,-173.11594319999998
4,349,140.737,-9.831,-170.651,25.281,0.6917616,-13.772238400000006
4,408,-202.035,-10.937,12.754,26.437,0.5352912,-173.24570880000002
4,409,97.24,-15.237,-95.279,-4.076,0.0084528,-17.343547199999996
4,482,-171.755,-13.741,-5.041,27.275,0.2063376,-163.05566239999996
4,483,-174.091,-11.633,-42.957,58.234,0.022773599999999998,-170.4242264
4,583,112.669,-27.314,-95.506,-111.112,0.19332,-121.06968
5,340,74.578,-8.727,-62.196,-5.236,0.0152928,-1.5657071999999985
5,346,-188.29,-13.161,-40.088,64.132,0.1783368,-177.22866319999997
5,349,137.326,-7.652,-165.261,19.036,0.8172648,-15.733735199999987
5,408,-195.377,-11.129,2.494,30.09,0.4417488,-173.4802512
5,409,96.554,-13.371,-95.451,-5.766,0.0458064,-17.988193599999985
5,482,-166.298,-13.453,-5.257,27.37,0.2013408,-157.4366592
5,483,-170.305,-8.948,-57.35,65.72,0.0361584,-170.8468416
5,583,106.347,-29.929,-60.913,-138.978,0.2070648,-123.26593520000002
6,340,73.432,-4.14,-70.399,-2.206,0.0,-3.3129999999999993
6,346,-196.603,-11.049,-35.204,62.938,0.1181448,-179.7998552
6,349,148.254,-7.726,-203.757,52.102,0.9253655999999999,-10.201634400000017
6,408,-193.844,-9.115,8.098,14.257,0.5344776,-180.06952239999998
6,409,96.551,-14.686,-93.574,-4.562,0.0170424,-16.25395759999999
6,482,-163.97,-14.453,-7.369,31.477,0.1997352,-154.1152648
6,483,-171.483,-10.568,-52.529,61.851,0.0485784,-172.68042160000002
6,583,98.402,-23.72,-96.421,-104.241,0.14680079999999998,-125.83319920000001
