Generalized Born Decomposition Energies

Complex:

Total Energy Decomposition:
Frame #,Residue,Internal,van der Waals,Electrostatic,Polar Solvation,Non-Polar Solv.,TOTAL
1,340,84.64,-9.011,-68.857,-3.522,0.0,3.2500000000000058
1,346,-191.437,-13.139,-30.882,51.601,0.099612,-183.75738800000002
1,349,144.34,-7.749,-174.187,27.713,1.086912,-8.796088000000003
1,408,-204.479,-9.713,50.953,-8.389,0.6295968,-170.9984032
1,409,99.225,-16.02,-94.587,-2.852,0.047088,-14.186912000000005
1,482,-169.794,-13.217,-4.976,26.558,0.1990512,-161.22994880000002
1,483,-168.061,-10.036,-48.412,51.067,0.0334512,-175.4085488
1,583,68.249,-25.171,-46.485,-67.581,0.0031032,-70.9848968
2,340,81.033,-9.73,-67.582,-3.864,0.001908,-0.14109199999999625
2,346,-184.665,-12.557,-25.683,49.444,0.1329768,-173.32802319999996
2,349,142.503,-6.989,-158.476,11.375,1.2034008,-10.383599200000017
2,408,-192.248,-11.068,49.752,-17.594,0.6770088,-170.48099119999998
2,409,92.89,-14.99,-91.606,-3.391,0.043077599999999994,-17.053922399999987
2,482,-177.953,-12.716,6.96,17.504,0.2062296,-165.9987704
2,483,-171.693,-9.298,-46.193,52.536,0.0501696,-174.59783040000002
2,583,74.193,-27.28,-50.6,-65.709,0.06318,-69.33282000000001
3,340,75.22,-8.643,-66.085,-2.607,0.0,-2.1149999999999958
3,346,-193.805,-12.125,-20.385,51.279,0.1579176,-174.8780824
3,349,141.21,-5.56,-155.689,5.005,1.2673944,-13.766605599999988
3,408,-196.231,-10.417,54.308,-16.995,0.8470584,-168.4879416
3,409,96.352,-12.414,-94.421,-3.402,0.0736992,-13.811300800000005
3,482,-176.339,-14.109,-1.417,27.622,0.2155248,-164.0274752
3,483,-167.872,-11.208,-46.385,52.018,0.0466704,-173.4003296
3,583,68.168,-24.559,-40.648,-72.443,0.0329616,-69.4490384
4,340,88.106,-9.195,-69.72,-3.623,0.0047808,5.572780800000002
4,346,-193.314,-12.515,-34.527,54.214,0.10271519999999999,-186.0392848
4,349,133.659,-5.989,-158.747,10.576,1.020996,-19.480004000000026
4,408,-193.37,-10.214,55.895,-17.967,0.6736896,-164.98231040000002
4,409,94.042,-15.228,-95.476,-3.401,0.048268799999999994,-20.014731199999993
4,482,-167.397,-12.203,-6.592,25.112,0.2281824,-160.8518176
4,483,-174.6,-5.469,-48.421,53.14,0.0352008,-175.31479919999995
4,583,74.621,-23.677,-46.603,-69.02,0.0938016,-64.5851984
5,340,87.269,-8.262,-71.717,-3.482,0.0160848,3.824084800000006
5,346,-197.059,-12.801,-19.801,48.58,0.13038480000000002,-180.95061519999996
5,349,140.174,-6.288,-165.161,15.726,1.1874096,-14.361590400000004
5,408,-202.81,-8.817,62.681,-22.884,0.738,-171.09200000000004
5,409,90.973,-15.975,-94.778,-3.236,0.0556704,-22.9603296
5,482,-168.903,-12.518,-6.9,25.529,0.1259928,-162.6660072
5,483,-175.561,-11.664,-42.817,51.06,0.0590904,-178.9229096
5,583,79.13,-27.197,-48.043,-68.119,0.0797112,-64.14928880000001
6,340,92.284,-8.92,-76.856,-4.184,0.0066888,2.3306888000000097
6,346,-194.569,-13.126,-15.423,40.98,0.11310479999999999,-182.0248952
6,349,148.449,-5.717,-152.286,3.883,1.2086928,-4.462307200000002
6,408,-200.177,-10.209,53.154,-18.03,0.8906903999999999,-174.3713096
6,409,90.793,-13.099,-94.976,-2.979,0.0847368,-20.176263199999994
6,482,-171.851,-13.914,-2.009,23.363,0.1494576,-164.26154239999997
6,483,-173.2,-9.86,-40.747,46.889,0.0439632,-176.8740368
6,583,77.314,-25.907,-49.022,-65.343,0.10224,-62.855760000000004
7,340,80.7,-8.095,-71.012,-3.123,0.0267624,-1.5032375999999967
7,346,-187.737,-13.079,-16.68,37.466,0.11928960000000001,-179.9107104
7,349,148.175,-3.791,-154.275,1.302,1.2472272,-7.341772799999991
7,408,-197.31,-10.246,78.508,-34.225,0.692496,-162.580504
7,409,93.399,-15.545,-93.399,-5.714,0.054568799999999994,-21.204431200000002
7,482,-166.584,-15.029,-6.082,23.786,0.200052,-163.708948
7,483,-175.302,-10.428,-26.784,41.116,0.051444,-171.34655599999996
7,583,66.264,-26.824,-55.233,-56.936,0.0318456,-72.6971544
8,340,83.777,-9.03,-69.775,-5.33,0.0028656000000000003,-0.35513440000000585
8,346,-192.222,-10.964,-22.669,49.544,0.0524304,-176.25856960000004
8,349,143.335,-6.52,-160.756,13.236,0.9270647999999999,-9.777935200000002
8,408,-198.016,-9.195,62.433,-26.173,1.0651896,-169.8858104
8,409,97.072,-15.478,-94.563,-4.427,0.0677952,-17.328204799999995
8,482,-172.981,-14.546,-7.364,27.857,0.1688328,-166.8651672
8,483,-168.725,-8.866,-50.855,53.43,0.0248472,-174.99115279999998
8,583,72.777,-27.294,-50.138,-66.02,0.0388656,-70.63613439999999
9,340,78.004,-8.916,-65.277,-1.734,0.0028656000000000003,2.079865600000007
9,346,-194.584,-13.315,-28.458,50.925,0.0914256,-185.3405744
9,349,143.306,-6.441,-155.743,5.398,1.171908,-12.308091999999986
9,408,-193.766,-9.948,66.645,-23.353,0.7163712,-159.70562880000003
9,409,92.279,-14.14,-93.257,-3.748,0.11313359999999999,-18.75286640000001
9,482,-172.622,-13.714,-7.873,28.219,0.16830720000000002,-165.82169280000002
9,483,-178.033,-9.695,-45.975,56.706,0.0457128,-176.95128719999997
9,583,70.551,-29.715,-44.944,-71.205,0.0704016,-75.2425984
10,340,78.084,-7.725,-68.336,-1.959,0.0141768,0.07817680000001027
10,346,-194.111,-13.516,-13.137,46.268,0.11054159999999999,-174.38545839999998
10,349,141.916,-6.758,-149.971,5.547,1.061028,-8.204972000000016
10,408,-199.55,-9.043,58.07,-21.334,0.7348248,-171.12217520000002
10,409,94.682,-13.191,-97.337,-2.299,0.1039176,-18.041082400000004
10,482,-166.106,-13.909,-10.562,27.548,0.1507896,-162.8782104
10,483,-173.448,-11.708,-33.246,45.665,0.0248472,-172.7121528
10,583,82.49,-26.883,-47.458,-68.948,0.0665784,-60.732421599999995
11,340,72.919,-8.066,-61.516,-2.959,0.0151344,0.3931343999999961
11,346,-186.546,-11.189,-35.253,53.147,0.1493784,-179.69162160000002
11,349,139.447,-5.094,-166.826,19.951,1.1400048,-11.381995199999984
11,408,-195.438,-10.118,50.713,-17.721,0.7228007999999999,-171.8411992
11,409,98.861,-14.622,-96.734,-2.894,0.049492799999999997,-15.339507199999991
11,482,-166.697,-13.647,-17.879,34.069,0.12487680000000001,-164.0291232
11,483,-173.712,-8.216,-41.592,52.409,0.0430056,-171.0679944
11,583,70.729,-26.909,-45.604,-75.58,0.028166399999999998,-77.3358336
12,340,69.88,-8.297,-59.558,-4.592,0.0275544,-2.539445600000001
12,346,-189.088,-9.374,-33.557,53.783,0.14537519999999998,-178.0906248
12,349,138.487,-5.414,-163.775,12.605,1.1814552,-16.9155448
12,408,-197.897,-10.687,47.921,-12.277,0.7428456,-172.1971544
12,409,95.117,-15.64,-95.52,-3.042,0.05887439999999999,-19.026125599999993
12,482,-176.343,-14.763,1.789,22.757,0.198216,-166.361784
12,483,-165.361,-11.46,-42.674,55.114,0.051371999999999994,-164.329628
12,583,62.812,-26.24,-53.936,-64.488,0.0964512,-81.7555488
13,340,76.348,-8.125,-63.183,-2.314,0.0059472,2.731947199999999
13,346,-195.113,-7.436,-23.207,49.933,0.1266264,-175.69637360000002
13,349,144.132,-7.026,-154.801,6.104,1.0913616,-10.499638399999995
13,408,-192.467,-10.986,44.39,-9.749,0.6456312000000001,-168.1663688
13,409,89.331,-15.813,-94.131,-3.838,0.0452376,-24.4057624
13,482,-170.083,-12.745,-4.474,24.34,0.131724,-162.830276
13,483,-178.873,-10.877,-37.769,51.871,0.0344016,-175.6135984
13,583,69.244,-28.252,-56.566,-63.377,0.0391824,-78.91181759999999
14,340,73.473,-6.766,-62.219,-2.851,0.0114696,1.6484695999999925
14,346,-194.738,-9.419,-34.355,56.959,0.12223439999999999,-181.4307656
14,349,140.272,-7.659,-159.87,12.259,1.1919815999999999,-13.806018400000005
14,408,-196.038,-10.515,58.206,-15.761,0.6359904,-163.47200959999998
14,409,92.447,-14.308,-96.463,-4.751,0.0571824,-23.017817599999987
14,482,-167.721,-11.798,-7.38,23.987,0.3212424,-162.59075760000002
14,483,-172.864,-8.521,-48.875,58.365,0.0466776,-171.84832239999997
14,583,66.672,-25.008,-45.249,-70.661,0.0506448,-74.19535520000001
15,340,75.43,-8.688,-60.46,-4.85,0.003564,1.4355640000000038
15,346,-193.76,-12.867,-29.804,52.779,0.1155528,-183.5364472
15,349,142.552,-7.385,-157.995,9.522,1.2348072,-12.071192800000002
15,408,-200.578,-10.77,56.573,-14.561,0.5627664,-168.77323360000003
15,409,95.325,-12.69,-96.51,-3.196,0.068652,-17.002348
15,482,-165.351,-13.142,-9.303,25.869,0.2173104,-161.7096896
15,483,-174.613,-13.104,-38.472,52.15,0.0238896,-174.0151104
15,583,69.313,-28.26,-47.918,-65.515,0.033753599999999995,-72.3462464
16,340,75.657,-8.085,-59.565,-4.113,0.0269712,3.9209712000000048
16,346,-185.54,-13.169,-26.56,52.061,0.08816399999999999,-173.119836
16,349,147.609,-7.462,-171.177,19.564,1.0949544,-10.371045599999972
16,408,-198.42,-9.631,52.962,-18.877,0.5290416,-173.4369584
