Generalized Born Decomposition Energies

Complex:

Total Energy Decomposition:
Frame #,Residue,Internal,van der Waals,Electrostatic,Polar Solvation,Non-Polar Solv.,TOTAL
1,340,85.319,-6.804,-73.654,-3.286,0.0218232,1.5968232000000042
1,346,-195.855,-12.403,-31.429,52.918,0.054208799999999994,-186.71479119999998
1,349,137.754,-7.476,-186.971,37.232,0.8412264,-18.619773600000013
1,408,-202.965,-8.475,57.164,-18.632,0.8807111999999999,-172.0272888
1,409,97.037,-11.883,-95.091,-3.428,0.0791784,-13.285821599999984
1,482,-170.396,-13.244,-4.185,28.66,0.25518959999999996,-158.9098104
1,483,-171.336,-11.757,-47.592,52.359,0.07342560000000001,-178.2525744
1,583,69.338,-26.14,-56.182,-62.694,0.2112048,-75.4667952
2,340,86.734,-9.781,-69.198,-4.423,0.001908,3.333907999999995
2,346,-190.9,-11.35,-34.898,57.439,0.058600799999999995,-179.6503992
2,349,141.93,-4.948,-200.993,46.487,0.8609903999999999,-16.663009599999995
2,408,-197.01,-9.293,53.445,-18.755,0.8104536,-170.8025464
2,409,94.176,-13.465,-92.794,-4.21,0.1898712,-16.1031288
2,482,-167.998,-13.92,-6.858,26.811,0.183168,-161.78183199999998
2,483,-172.66,-8.74,-49.888,59.014,0.06100560000000001,-172.2129944
2,583,74.17,-26.038,-35.267,-75.296,0.24790319999999996,-62.1830968
3,340,88.25,-7.74,-72.128,-3.864,0.0076464,4.525646400000005
3,346,-193.82,-12.946,-24.492,52.425,0.09898559999999999,-178.73401439999998
3,349,150.14,-7.87,-187.306,36.336,0.8463887999999999,-7.8536112000000315
3,408,-194.882,-9.961,67.36,-27.626,0.745776,-164.363224
3,409,95.048,-12.03,-92.577,-4.64,0.0947664,-14.104233599999999
3,482,-168.932,-12.15,-4.474,20.22,0.2066112,-165.1293888
3,483,-173.975,-8.41,-40.418,53.126,0.06785279999999999,-169.6091472
3,583,65.946,-24.982,-42.294,-71.2,0.15445440000000002,-72.3755456
4,340,74.281,-9.204,-62.679,-3.534,0.0028656000000000003,-1.1331344000000036
4,346,-195.168,-12.09,-18.164,44.436,0.09536399999999999,-180.89063600000003
4,349,146.555,-7.778,-166.488,19.202,0.9111528,-7.597847199999983
4,408,-190.771,-9.264,70.387,-36.439,1.2174192000000001,-164.8695808
4,409,96.565,-13.919,-91.889,-5.638,0.1515168,-14.729483199999995
4,482,-175.823,-14.296,2.6,21.913,0.09934559999999999,-165.5066544
4,483,-172.262,-10.747,-35.164,43.838,0.0258048,-174.3091952
4,583,79.055,-28.653,-50.235,-64.558,0.2143656,-64.1766344
5,340,76.941,-8.281,-62.926,-3.81,0.0,1.9239999999999946
5,346,-194.636,-12.278,-15.586,44.886,0.07380719999999999,-177.5401928
5,349,142.744,-6.955,-192.038,40.918,0.8322624,-14.498737600000025
5,408,-185.926,-8.55,53.347,-24.559,0.82674,-164.86126
5,409,95.115,-14.158,-90.236,-5.059,0.1056888,-14.232311200000012
5,482,-174.876,-13.614,3.94,22.19,0.0850104,-162.27498960000003
5,483,-171.608,-8.312,-36.157,47.636,0.061394399999999995,-168.3796056
5,583,86.057,-22.016,-60.247,-61.336,0.25220159999999997,-57.2897984
6,340,74.899,-8.764,-65.662,-2.373,0.0,-1.9000000000000012
6,346,-191.515,-13.108,-18.068,41.54,0.0930168,-181.05798320000002
6,349,141.889,-7.481,-166.709,16.85,0.8674272,-14.583572799999986
6,408,-195.355,-9.355,58.067,-22.165,0.9137592,-167.89424079999998
6,409,89.985,-13.187,-90.808,-5.22,0.1203912,-19.109608800000004
6,482,-168.368,-12.428,8.289,17.422,0.1616832,-154.9233168
6,483,-177.35,-11.696,-29.476,42.771,0.051444,-175.69955599999997
6,583,71.832,-23.563,-56.446,-59.899,0.2258424,-67.8501576
7,340,83.484,-8.309,-65.394,-5.501,0.0046224,4.284622399999991
7,346,-184.17,-11.472,-37.288,55.328,0.06606719999999999,-177.5359328
7,349,137.695,-5.591,-195.144,39.736,0.7399872,-22.56401280000002
7,408,-198.148,-8.601,62.099,-26.546,0.7746983999999999,-170.4213016
7,409,91.743,-12.333,-96.459,-3.384,0.0513216,-20.381678400000006
7,482,-179.356,-15.301,-2.349,31.905,0.09269999999999999,-165.00829999999996
7,483,-167.443,-10.683,-41.414,51.586,0.0430056,-167.91099440000002
7,583,76.356,-23.285,-56.933,-66.402,0.2073024,-70.0566976
8,340,89.226,-9.756,-72.321,-4.909,0.0009576000000000001,2.240957600000001
8,346,-188.653,-11.672,-25.666,49.988,0.0941328,-175.90886719999997
8,349,137.489,-7.982,-197.284,47.721,0.810972,-19.24502799999999
8,408,-194.273,-8.963,64.404,-27.973,1.0490760000000001,-165.755924
8,409,94.161,-14.589,-93.983,-5.561,0.030419999999999996,-19.941580000000002
8,482,-170.167,-12.668,-5.196,26.256,0.0806616,-161.6943384
8,483,-168.71,-9.909,-45.657,49.958,0.0399816,-174.2780184
8,583,80.51,-26.822,-58.607,-60.329,0.218628,-65.029372
9,340,84.64,-9.092,-66.748,-7.938,0.0,0.8619999999999974
9,346,-193.564,-10.034,-27.374,46.128,0.034595999999999995,-184.809404
9,349,146.8,-8.576,-164.202,17.378,0.7120656,-7.88793439999998
9,408,-200.84,-11.04,58.425,-20.726,0.6151679999999999,-173.56583199999997
9,409,94.978,-16.1,-95.34,-3.309,0.039823199999999996,-19.731176800000018
9,482,-173.824,-14.149,-3.579,23.924,0.1350648,-167.4929352
9,483,-170.205,-7.483,-44.267,45.342,0.033926399999999995,-176.5790736
9,583,80.782,-24.226,-66.991,-56.881,0.1115784,-67.2044216
10,340,82.808,-9.054,-63.953,-6.619,0.0,3.182000000000002
10,346,-188.8,-13.447,-18.357,42.305,0.1058256,-178.1931744
10,349,143.891,-7.399,-158.935,10.514,0.9695304,-10.959469600000013
10,408,-201.521,-8.53,71.098,-35.786,1.0363968,-173.70260319999997
10,409,93.914,-13.88,-94.915,-4.509,0.0234864,-19.3665136
10,482,-173.333,-15.303,1.739,23.958,0.19007280000000001,-162.7489272
10,483,-171.04,-10.204,-37.287,44.214,0.06873119999999999,-174.2482688
10,583,70.985,-24.85,-67.937,-54.764,0.1993248,-76.3666752
11,340,82.288,-8.632,-68.766,-4.424,0.0009576000000000001,0.466957599999986
11,346,-187.45,-13.46,-20.431,43.652,0.10576799999999999,-177.583232
11,349,145.998,-7.864,-165.017,15.799,0.8602848,-10.22371520000001
11,408,-200.696,-9.386,71.712,-32.491,0.9093312,-169.9516688
11,409,95.973,-15.352,-92.422,-3.908,0.037548,-15.671452000000002
11,482,-176.417,-13.643,-1.162,22.776,0.1498824,-168.2961176
11,483,-171.265,-12.034,-28.831,43.914,0.0406152,-168.17538479999996
11,583,74.19,-30.057,-59.288,-57.963,0.1636992,-72.9543008
12,340,82.828,-9.065,-67.312,-7.775,0.0,-1.3239999999999927
12,346,-197.761,-11.41,-25.389,49.235,0.0752256,-185.24977439999998
12,349,147.635,-5.321,-197.747,42.85,0.9157104,-11.66728960000002
12,408,-199.452,-10.872,57.068,-12.604,0.7852104,-165.0747896
12,409,97.029,-14.075,-95.276,-4.341,0.0451008,-16.617899200000004
12,482,-175.864,-13.159,2.98,23.237,0.11971439999999998,-162.68628560000002
12,483,-177.28,-13.179,-31.943,48.986,0.045,-173.37100000000004
12,583,72.892,-26.444,-62.69,-57.962,0.2348568,-73.9691432
13,340,86.494,-6.034,-68.647,-6.134,0.0133776,5.692377599999988
13,346,-193.773,-12.645,-27.112,48.805,0.11625839999999998,-184.6087416
13,349,139.857,-5.958,-188.462,35.952,0.89064,-17.72035999999999
13,408,-194.141,-10.005,42.338,-12.341,0.978552,-173.170448
13,409,93.21,-14.132,-96.839,-2.936,0.1075536,-20.58944640000001
13,482,-165.703,-14.518,-13.172,31.586,0.2191032,-161.5878968
13,483,-169.186,-7.766,-51.61,54.902,0.0399816,-173.62001840000002
13,583,91.995,-25.611,-53.324,-65.564,0.1964808,-52.30751919999999
14,340,82.888,-9.078,-70.945,-4.133,0.022773599999999998,-1.2452263999999909
14,346,-193.15,-10.877,-37.118,55.557,0.0517536,-185.5362464
14,349,139.714,-5.345,-195.968,45.251,0.8716031999999999,-15.476396799999993
14,408,-198.059,-9.157,64.014,-27.569,1.1497176,-169.62128239999998
14,409,96.033,-12.348,-96.497,-3.179,0.0792792,-15.911720799999998
14,482,-173.196,-13.741,-2.455,25.284,0.223344,-163.88465600000004
14,483,-165.308,-10.933,-48.147,52.685,0.0344304,-171.66856959999998
14,583,70.691,-23.822,-57.83,-64.491,0.19208879999999998,-75.2599112
15,340,83.551,-8.534,-67.044,-4.633,0.0,3.339999999999999
15,346,-193.151,-13.925,-25.747,47.554,0.0264744,-185.24252560000002
15,349,144.232,-8.51,-187.193,37.488,0.8615952,-13.121404800000004
15,408,-192.343,-10.501,61.103,-27.071,0.9503063999999999,-167.8616936
15,409,93.431,-14.034,-93.742,-4.397,0.0298584,-18.712141600000013
15,482,-171.981,-13.506,-0.94,20.427,0.238284,-165.761716
15,483,-171.953,-10.626,-37.018,47.048,0.0392688,-172.5097312
15,583,80.098,-27.474,-57.686,-56.993,0.10930319999999999,-61.94569680000001
16,340,84.815,-8.826,-69.76,-3.981,0.024688799999999997,2.272688799999999
16,346,-190.984,-12.102,-33.086,51.984,0.0955872,-184.0924128
16,349,145.816,-6.215,-196.279,43.164,0.7787664,-12.735233599999995
16,408,-200.272,-9.592,68.891,-29.295,1.0768752,-169.19112480000004
16,409,97.42,-13.432,-97.412,-2.794,0.0525096,-16.165490400000007
16,482,-171.029,-10.942,-9.685,26.483,0.23200559999999998,-164.9409944
16,483,-166.728,-10.768,-41.37,48.743,0.057024,-170.065976
16,583,75.03,-26.447,-50.988,-66.076,0.1962792,-68.28472079999999
17,340,87.299,-8.806,-68.223,-5.602,0.0,4.66800000000001
17,346,-198.561,-12.771,-21.416,46.706,0.0857448,-185.9562552
17,349,138.85,-7.454,-177.866,27.234,0.7873992,-18.448600800000026
17,408,-199.374,-9.254,83.52,-41.398,1.182996,-165.323004
17,409,97.216,-14.451,-93.105,-4.527,0.06252479999999999,-14.804475200000018
17,482,-170.708,-13.866,-4.185,25.354,0.0963648,-163.30863520000003
17,483,-169.666,-10.7,-37.501,47.93,0.0649512,-169.8720488
17,583,76.44,-28.371,-59.596,-61.506,0.2091168,-72.82388319999998
18,340,78.186,-8.634,-64.694,-4.863,0.0009576000000000001,-0.00404239999999634
18,346,-193.489,-11.244,-35.574,54.919,0.11738879999999999,-185.27061120000005
18,349,137.546,-7.679,-197.39,45.883,0.8242128,-20.815787199999992
18,408,-195.663,-8.552,85.288,-47.884,0.7673616,-166.04363840000002
18,409,91.432,-14.496,-95.065,-4.119,0.0314064,-22.21659359999999
18,482,-176.981,-11.919,-9.12,31.869,0.14143679999999997,-166.0095632
18,483,-176.019,-10.88,-45.793,53.444,0.0377496,-179.21025039999998
18,583,75.733,-25.521,-49.826,-67.032,0.1802952,-66.46570479999998
19,340,81.175,-8.74,-66.668,-4.181,0.0076464,1.593646399999996
19,346,-187.596,-11.44,-38.876,55.838,0.079956,-181.994044
19,349,146.07,-4.495,-182.139,31.248,0.925704,-8.39029600000002
19,408,-198.032,-7.738,68.363,-33.157,1.0683936,-169.4956064
19,409,104.089,-14.564,-95.737,-4.201,0.025668,-10.38733199999999
19,482,-175.238,-14.243,13.19,15.077,0.1042848,-161.1097152
19,483,-171.241,-10.359,-41.539,52.41,0.0376776,-170.69132240000002
19,583,69.107,-25.275,-59.026,-63.75,0.15775920000000002,-78.7862408
20,340,83.873,-8.591,-69.593,-5.907,0.0028656000000000003,-0.21513439999999287
20,346,-187.109,-9.481,-33.41,51.123,0.10814399999999999,-178.768856
20,349,137.656,-7.858,-187.756,35.159,0.8915328,-21.9074672
20,408,-199.782,-7.884,70.839,-36.369,1.282932,-171.913068
20,409,89.155,-14.114,-91.818,-3.263,0.079524,-19.960476
20,482,-163.971,-12.899,-5.976,25.542,0.25390080000000004,-157.0500992
20,483,-169.446,-9.788,-46.229,48.678,0.06891839999999999,-176.71608160000002
20,583,69.543,-25.79,-59.605,-64.272,0.257724,-79.866276
21,340,87.535,-8.289,-69.254,-5.085,0.0080496,4.91504959999999
21,346,-189.502,-9.685,-35.178,52.067,0.09393119999999999,-182.20406880000002
21,349,137.857,-8.022,-188.814,43.446,0.7637832,-14.769216799999986
21,408,-199.758,-7.153,76.575,-41.502,0.9961488000000001,-170.84185120000004
21,409,97.742,-15.058,-96.077,-3.571,0.0133776,-16.950622400000004
21,482,-175.881,-14.023,11.059,17.269,0.23747759999999998,-161.3385224
21,483,-177.565,-7.213,-43.143,52.189,0.0552672,-175.6767328
21,583,76.602,-25.702,-55.75,-64.793,0.17423999999999998,-69.46876
22,340,86.08,-9.324,-71.196,-5.455,0.0,0.1050000000000022
22,346,-191.069,-11.91,-37.318,53.274,0.089892,-186.93310799999998
22,349,135.953,-4.471,-170.162,22.355,0.8601335999999999,-15.464866400000007
22,408,-197.883,-9.24,66.733,-33.085,0.9181152,-172.55688480000003
22,409,96.83,-11.877,-95.998,-3.987,0.07261200000000001,-14.959388000000002
22,482,-166.607,-13.589,4.197,19.623,0.2636352,-156.1123648
22,483,-167.128,-11.447,-46.194,53.112,0.049377599999999994,-171.6076224
22,583,73.357,-25.749,-53.125,-64.398,0.2593368,-69.65566319999999
23,340,81.55,-7.21,-68.014,-5.866,0.0009576000000000001,0.46095760000000796
23,346,-190.26,-13.241,-25.297,49.253,0.0311976,-179.51380239999995
23,349,141.669,-7.39,-171.625,24.268,0.8678304,-12.210169599999974
23,408,-191.067,-8.0,64.325,-27.746,1.1590776,-161.32892240000004
23,409,93.781,-14.032,-95.519,-3.662,0.0556488,-19.376351199999995
23,482,-176.364,-13.342,-4.04,29.392,0.1907784,-164.1632216
23,483,-176.387,-11.703,-30.77,46.982,0.0583776,-171.81962240000001
23,583,66.904,-28.13,-60.481,-60.28,0.1704096,-81.8165904
24,340,77.858,-8.52,-66.377,-3.097,0.0047808,-0.13121919999998724
24,346,-194.878,-12.057,-35.708,56.546,0.0250344,-186.07196559999997
24,349,143.786,-8.142,-161.241,14.665,0.8757072,-10.056292800000008
24,408,-199.797,-9.502,68.013,-30.51,1.0834127999999998,-170.7125872
24,409,96.165,-14.073,-97.016,-3.646,0.0704304,-18.499569599999994
24,482,-176.872,-13.556,4.398,24.518,0.2247912,-161.28720880000003
24,483,-174.888,-11.978,-40.063,51.676,0.0541512,-175.19884880000004
24,583,71.106,-25.933,-51.301,-63.099,0.2290464,-68.9979536
25,340,79.427,-8.682,-66.677,-3.582,0.0,0.485999999999998
25,346,-191.755,-11.825,-15.687,42.408,0.033523199999999996,-176.8254768
25,349,139.198,-9.035,-167.057,23.062,0.6661224,-13.165877599999975
25,408,-198.099,-9.879,68.141,-29.09,0.6975216,-168.2294784
25,409,96.883,-13.111,-97.917,-2.948,0.07533359999999999,-17.01766640000001
25,482,-173.325,-14.369,1.377,23.151,0.2416824,-162.92431759999997
25,483,-176.355,-8.439,-39.371,47.895,0.036950399999999994,-176.2330496
25,583,79.32,-24.533,-67.306,-54.942,0.22988879999999998,-67.23111120000002
26,340,80.556,-8.782,-66.355,-6.12,0.0009576000000000001,-0.7000424000000032
26,346,-194.401,-12.909,-18.04,39.687,0.08728559999999999,-185.5757144
26,349,139.051,-7.433,-149.321,6.479,0.70416,-10.519840000000004
26,408,-191.784,-9.896,69.413,-32.141,0.7693055999999999,-163.6386944
26,409,92.071,-12.168,-94.21,-4.932,0.0682416,-19.170758400000004
26,482,-169.398,-12.848,0.743,21.496,0.20804399999999998,-159.798956
26,483,-174.655,-10.665,-36.102,47.509,0.049536,-173.86346400000002
26,583,73.419,-25.512,-61.293,-56.113,0.1956744,-69.3033256
27,340,90.312,-8.435,-73.104,-5.063,0.0,3.7099999999999964
27,346,-188.177,-10.378,-29.303,47.179,0.1258992,-180.5531008
27,349,138.808,-7.68,-159.615,12.876,0.6385752,-14.972424800000024
27,408,-198.417,-9.787,75.131,-38.024,0.7578,-170.3392
27,409,98.754,-13.793,-96.87,-3.978,0.2190744,-15.667925599999991
27,482,-168.037,-12.663,19.547,8.269,0.160056,-152.72394400000002
27,483,-169.257,-8.096,-46.494,48.742,0.06467039999999999,-175.0403296
27,583,67.293,-20.862,-67.116,-54.552,0.23894639999999998,-74.99805359999999
28,340,88.326,-8.824,-73.062,-4.098,0.032335199999999995,2.3743351999999978
28,346,-189.604,-11.63,-27.248,49.564,0.0799848,-178.8380152
28,349,135.09,-7.49,-162.073,17.316,0.66834,-16.48866
28,408,-201.472,-9.125,64.067,-28.897,0.88542,-174.54158
28,409,92.901,-12.357,-91.399,-5.174,0.1790784,-15.849921600000004
28,482,-175.318,-14.517,10.751,16.395,0.1506312,-162.5383688
28,483,-175.147,-10.748,-39.903,49.562,0.036950399999999994,-176.1990496
28,583,67.127,-23.853,-56.454,-60.304,0.3002688,-73.18373120000001
29,340,86.072,-8.944,-73.468,-3.363,0.0009576000000000001,0.2979575999999966
29,346,-190.388,-13.062,-22.983,44.862,0.11017439999999999,-181.46082560000002
29,349,144.089,-4.54,-166.584,15.3,0.9335952,-10.801404799999997
29,408,-193.977,-8.93,76.291,-45.573,1.081836,-171.107164
29,409,92.667,-14.071,-93.938,-4.88,0.1456344,-20.0763656
29,482,-171.59,-13.271,23.392,12.464,0.261648,-148.743352
29,483,-174.146,-11.075,-34.7,43.815,0.052243200000000004,-176.0537568
29,583,74.148,-26.963,-60.596,-55.422,0.26454239999999996,-68.5684576
30,340,85.119,-9.466,-68.964,-5.822,0.0,0.8670000000000071
30,346,-183.559,-10.943,-34.483,48.929,0.09250560000000001,-179.9634944
30,349,140.97,-7.268,-169.657,21.029,1.0060488,-13.919951200000012
30,408,-189.602,-9.283,47.663,-17.272,1.0183536,-167.47564639999996
30,409,95.245,-13.814,-96.924,-3.572,0.0723384,-18.992661599999995
30,482,-175.587,-11.901,-4.255,24.751,0.2074536,-166.78454639999998
30,483,-175.052,-10.457,-42.352,49.11,0.0438048,-178.70719519999997
30,583,71.242,-23.216,-62.873,-57.325,0.25431119999999996,-71.9176888
31,340,83.824,-8.386,-70.271,-5.546,0.0,-0.37899999999999867
31,346,-189.727,-10.596,-30.511,52.516,0.08740079999999999,-178.2305992
31,349,139.487,-7.504,-191.365,46.103,0.9148896,-12.364110400000003
31,408,-190.979,-6.953,58.518,-30.136,1.1295072,-168.4204928
31,409,94.147,-14.69,-94.479,-3.792,0.0707112,-18.74328879999999
31,482,-164.959,-14.245,-6.926,30.159,0.1629288,-155.8080712
31,483,-173.025,-10.487,-40.145,48.766,0.0324936,-174.8585064
31,583,65.208,-21.061,-66.009,-59.044,0.2157336,-80.69026640000001
32,340,93.065,-7.821,-80.293,-2.988,0.0,1.9629999999999934
32,346,-192.291,-10.919,-34.926,55.423,0.0733392,-182.63966080000003
32,349,137.584,-7.105,-200.975,49.586,0.8424792,-20.067520799999983
32,408,-189.32,-11.208,46.025,-10.405,0.6873984,-164.22060159999998
32,409,96.456,-13.458,-93.894,-6.172,0.2315376,-16.836462400000002
32,482,-169.11,-14.953,-1.392,25.89,0.1685376,-159.3964624
32,483,-173.536,-8.151,-43.761,52.977,0.0441216,-172.4268784
32,583,82.405,-22.298,-59.15,-62.709,0.34003439999999996,-61.4119656
33,340,86.383,-10.131,-73.796,-2.826,0.0009576000000000001,-0.3690424000000112
33,346,-192.688,-12.371,-28.269,53.757,0.1085616,-179.4624384
33,349,139.506,-8.45,-200.53,52.012,0.8535528,-16.60844719999999
33,408,-191.471,-11.459,56.678,-24.761,0.6371352,-170.37586480000002
33,409,94.499,-13.023,-92.897,-6.939,0.07364879999999999,-18.286351200000006
33,482,-172.035,-14.214,9.15,21.863,0.1998432,-155.0361568
33,483,-173.313,-9.479,-41.754,54.136,0.023731199999999997,-170.38626879999998
33,583,70.142,-25.14,-60.315,-63.464,0.27252719999999997,-78.5044728
34,340,84.048,-8.965,-67.06,-4.125,0.0009576000000000001,3.898957599999996
34,346,-191.542,-12.436,-39.062,58.693,0.1012896,-184.24571040000004
34,349,137.911,-7.964,-197.383,48.74,0.7393968,-17.956603200000004
34,408,-188.904,-9.906,65.566,-32.648,0.7225488,-165.1694512
34,409,100.624,-14.247,-95.424,-4.092,0.1061928,-13.03280720000001
