Generalized Born Decomposition Energies

Complex:

Total Energy Decomposition:
Frame #,Residue,Internal,van der Waals,Electrostatic,Polar Solvation,Non-Polar Solv.,TOTAL
1,340,76.067,-6.857,-71.509,0.078,0.0,-2.2210000000000067
1,346,-193.005,-12.411,-25.975,51.491,0.045323999999999996,-179.85467599999998
1,349,143.449,-7.327,-162.241,15.396,0.6614279999999999,-10.061571999999998
1,408,-194.592,-9.366,9.598,16.031,0.7144344,-177.61456560000002
1,409,103.19,-13.926,-103.838,-0.563,0.11854079999999999,-15.018459199999999
1,482,-169.587,-12.581,-11.423,34.7,0.2055384,-158.68546159999997
1,483,-165.524,-8.061,-54.929,61.341,0.0352008,-167.1377992
1,583,90.348,-19.158,-72.4,-134.041,0.0933696,-135.15763040000002
2,340,74.551,-7.411,-68.403,-0.87,0.0,-2.1330000000000053
2,346,-186.492,-8.642,-31.056,48.555,0.014076,-177.620924
2,349,139.176,-9.131,-164.46,20.859,0.7502976,-12.805702400000019
2,408,-199.769,-9.725,13.531,13.61,0.6655464,-181.6874536
2,409,92.211,-13.578,-103.105,-1.251,0.07184879999999999,-25.651151200000008
2,482,-171.101,-13.77,-9.812,31.333,0.279648,-163.070352
2,483,-174.959,-8.871,-48.468,59.545,0.0684864,-172.68451359999997
2,583,94.914,-14.65,-88.7,-122.464,0.10713600000000001,-130.792864
3,340,75.542,-9.653,-69.519,-0.26,0.0,-3.8900000000000095
3,346,-188.714,-13.426,-32.671,56.371,0.076932,-178.36306799999997
3,349,143.497,-7.929,-168.147,24.315,0.5619096,-7.702090399999978
3,408,-197.366,-10.207,12.291,19.002,0.6937776,-175.5862224
3,409,98.758,-12.538,-107.207,-0.173,0.0578088,-21.102191199999993
3,482,-175.529,-13.71,-8.135,29.362,0.20669759999999998,-167.8053024
3,483,-173.163,-9.842,-60.902,66.17,0.0218232,-177.71517680000002
3,583,90.527,-16.934,-67.034,-136.395,0.1244088,-129.71159120000002
4,340,81.419,-7.662,-74.829,-0.105,0.0,-1.1770000000000027
4,346,-198.556,-9.69,-22.861,43.668,0.011311199999999999,-187.4276888
4,349,137.807,-6.987,-162.162,17.619,0.6546528,-13.068347200000012
4,408,-199.167,-9.913,16.169,17.732,0.6868944,-174.4921056
4,409,91.833,-13.256,-101.086,-1.428,0.0435672,-23.893432800000003
4,482,-175.474,-9.907,1.112,17.164,0.20435040000000002,-166.9006496
4,483,-177.517,-9.549,-40.448,53.925,0.033127199999999996,-173.5558728
4,583,88.083,-17.697,-84.477,-121.94,0.1530576,-135.8779424
5,340,74.124,-2.604,-71.932,0.039,0.0,-0.37300000000000616
5,346,-191.56,-11.044,-29.71,54.079,0.03348,-178.20152000000002
5,349,139.029,-4.973,-165.927,17.611,0.7852464,-13.474753600000009
5,408,-201.899,-7.853,11.116,20.05,0.791856,-177.79414400000002
5,409,100.43,-12.73,-104.12,-0.778,0.096156,-17.101844
